TargetUR_x,TargetUR_y,TargetUL_x,TargetUL_y,TargetLR_x,TargetLR_y,TargetLL_x,TargetLL_y,ObstacleUR_x,ObstacleUR_y,ObstacleUL_x,ObstacleUL_y,ObstacleLR_x,ObstacleLR_y,ObstacleLL_x,ObstacleLL_y,ObstacleSizeUR_x,ObstacleSizeUR_y,ObstacleSizeUL_x,ObstacleSizeUL_y,ObstacleSizeLR_x,ObstacleSizeLR_y,ObstacleSizeLL_x,ObstacleSizeLL_y
4.064988,2.036528,-4.607208,1.002365,5.121636,-3.584133,-5.13544,-2.301359,6.1545,3.415272,-6.67451,1.241308,2.875291,-2.456494,-4.571233,-3.136165,1.457993,2.723898,1.355337,2.220592,2.785028,2.937532,1.863595,2.772902
6.384336,2.476444,-4.788189,3.153917,3.81735,-2.546009,-1.067019,-3.068689,3.676328,3.117515,-2.367801,3.760922,6.810697,-2.841014,-5.822288,-3.226121,0.8005427,1.881337,2.522962,0.5993499,0.5720462,2.85587,1.997074,1.300266
1.164477,1.148541,-2.428623,2.946742,1.197667,-2.679739,-2.839381,-2.241394,3.28324,1.062954,-6.513402,3.960023,4.254564,-2.903207,-3.073107,-3.804829,2.83536,0.8713489,0.5686884,1.923282,1.526026,2.02473,1.341948,1.375297
4.257532,2.593751,-4.307093,3.496519,5.56974,-2.200705,-1.959592,-2.148498,4.068356,3.899286,-3.912699,2.241795,6.979711,-2.466633,-4.187672,-3.456008,1.362158,1.003256,0.8242686,0.8957337,2.305846,1.64479,1.49506,2.331666
4.75021,1.689324,-4.531178,3.495227,4.752686,-2.395699,-4.88706,-2.475637,5.827048,1.380498,-5.61109,2.840208,5.128686,-2.350442,-2.899883,-3.391038,1.336635,1.917219,1.501721,0.9172662,2.426737,1.907614,2.090289,1.450258
2.339179,2.834165,-2.767236,3.244861,2.147651,-3.434694,-2.330279,-2.565999,3.078119,2.743211,-3.194044,3.988826,3.110223,-3.158268,-2.899457,-3.772947,1.59106,1.340451,1.944543,1.395743,1.986438,1.964409,2.078531,2.918585
3.496233,3.374981,-6.847659,1.453572,4.925076,-2.208576,-1.466583,-3.963734,6.386782,1.444369,-4.068703,1.369743,3.349012,-2.542576,-5.059578,-3.996607,1.769377,1.696333,1.833093,1.020142,2.955324,0.9542348,2.426672,2.992197
5.672999,2.828063,-4.765349,3.093642,1.32561,-2.316999,-3.663843,-3.271202,6.083595,2.962819,-6.039725,3.150604,4.457777,-2.438543,-5.823893,-3.004731,1.338787,1.05223,1.42072,1.854497,2.525765,2.691578,0.5766292,2.386038
3.266729,3.501061,-6.762871,2.783288,6.873688,-2.513051,-5.030182,-3.109788,1.444247,2.948319,-4.280104,3.023638,6.281664,-2.169298,-4.442816,-2.785882,1.176096,2.322435,2.235143,1.998949,1.788154,1.696442,0.803171,1.377263
3.797304,1.668384,-3.674259,2.974734,2.342673,-2.80757,-2.586731,-3.062703,5.813636,1.848596,-5.335453,3.924571,1.509158,-3.432446,-4.612849,-3.461172,0.817499,0.5725734,1.889423,0.6718494,0.8647634,0.9925016,1.262194,1.896533
4.213405,3.82232,-3.758772,3.527293,5.95424,-2.025245,-2.295566,-2.892158,6.63523,2.868109,-5.161834,1.212041,3.059814,-3.251486,-5.419959,-2.039243,1.578529,1.823221,0.5527969,2.421885,1.805475,0.5640899,2.671376,2.363266
3.266904,3.495306,-3.012098,3.979475,6.583537,-2.459214,-5.158791,-3.112341,2.837647,2.706389,-5.346236,3.149398,1.455393,-2.69045,-1.678237,-2.722737,1.060101,2.803486,0.5885472,1.621157,2.596366,1.553463,1.198453,2.695484
6.319828,1.494568,-3.909136,1.410602,2.883714,-3.297764,-1.976947,-3.039426,5.858167,1.961506,-5.282866,2.880603,6.219751,-2.612476,-2.725398,-3.097269,2.181594,1.600171,0.7854818,2.833087,1.893604,0.5712559,2.988063,1.561495
2.760158,2.006899,-5.114415,1.628067,4.488155,-3.051898,-3.950349,-2.064528,2.968175,3.747019,-4.614532,1.755744,4.318201,-3.893798,-1.371051,-3.863652,1.560079,2.213256,0.5532174,1.284968,2.548909,2.749312,1.061043,0.8385356
3.250951,1.39961,-3.929807,2.385231,2.316487,-3.077961,-3.151742,-2.090442,1.689444,1.330063,-5.438428,3.872677,5.561093,-2.445633,-4.44297,-2.536753,1.368138,2.111964,1.030228,0.8553891,2.728004,0.5970384,1.962755,1.771398
1.562999,3.411227,-2.799229,3.375529,3.606657,-2.559151,-3.76881,-3.776881,4.618938,2.992562,-6.163149,3.239453,5.521023,-3.380542,-1.418766,-2.31147,2.971373,2.801995,1.029554,0.8991657,2.958526,2.15021,2.758897,1.240867
6.478288,3.699828,-3.313966,2.195637,3.453205,-3.577647,-6.500727,-3.260066,1.011082,2.420934,-6.982557,3.809499,3.33028,-2.181816,-5.813318,-3.032762,2.319787,2.086821,2.115183,2.767355,1.916805,1.888069,0.572515,2.373824
6.636889,3.106809,-5.748775,2.657495,3.788629,-2.639033,-6.789775,-3.433128,3.764108,2.41586,-5.38226,2.060393,6.762444,-2.827052,-2.265884,-3.451646,0.5313255,2.468822,1.648765,1.279201,2.577176,0.7053395,1.121697,2.993708
1.60476,2.178268,-4.982639,3.472786,6.799508,-2.39885,-1.806845,-3.477649,1.31447,2.921963,-1.685342,3.030228,5.191266,-3.323906,-6.189157,-2.509312,1.254365,2.6997,0.7380362,1.535322,2.168384,0.5609574,2.475353,2.405165
6.48149,2.736163,-6.392681,3.127824,1.66313,-2.674486,-1.152402,-3.165762,4.699504,2.148443,-3.362235,3.021308,1.526399,-2.708115,-6.601196,-2.447171,2.751753,1.545416,0.8039521,0.9352871,2.598563,1.404906,2.174578,1.199435
1.415456,2.573769,-5.355256,3.557575,6.680433,-3.67995,-2.870464,-2.159149,2.456779,3.114189,-4.65772,2.399758,3.442503,-2.859536,-4.586574,-2.10528,2.835723,2.390435,2.065884,0.8744292,0.5633252,2.326902,1.861372,2.975539
6.472262,3.654108,-2.172611,3.199368,6.445075,-3.72775,-5.429806,-3.406501,1.445592,2.499969,-5.490908,3.327278,2.320494,-2.976655,-5.318347,-3.681286,1.409769,2.151842,1.308309,2.796572,1.484591,2.128261,1.701696,2.424207
2.067888,2.567629,-4.256394,1.547917,5.351506,-2.594682,-4.182672,-2.823837,2.231458,1.578568,-6.986071,2.783205,3.203746,-2.707428,-2.837059,-3.946404,2.476204,2.073354,0.7000079,1.099134,1.938633,2.362196,2.566266,2.061163
5.2066,1.098376,-5.47939,1.362461,3.122837,-2.369235,-5.430204,-3.743198,6.293421,1.54218,-1.745485,3.39825,3.327498,-3.572415,-6.446504,-2.51494,0.6448187,1.642016,2.916066,2.709616,0.7407911,1.154506,1.012129,2.890164
2.682998,1.09911,-4.222542,3.732711,3.396716,-3.444905,-3.71645,-2.463511,2.980759,1.199574,-4.600273,2.598804,5.977302,-3.978828,-1.767506,-2.707043,2.536862,2.216644,1.831512,1.019308,0.8996074,2.189967,1.037537,2.727189
6.809199,2.150214,-2.784008,3.704264,4.977333,-2.059125,-4.329862,-3.713931,4.926126,1.218795,-3.545259,2.921263,5.438501,-2.158257,-2.150232,-3.549728,1.225183,2.417164,0.5014049,1.773018,1.224887,1.233593,2.45092,1.270183
5.53528,2.781572,-3.639621,3.062851,5.444844,-3.223076,-2.248017,-3.952115,3.937633,3.778472,-1.853493,1.170691,3.693605,-2.267877,-1.039014,-3.474643,0.9541811,0.621389,2.634038,1.668932,1.426876,1.547983,2.912055,2.399871
3.445804,1.346225,-1.941459,3.978403,3.140479,-3.166946,-1.207486,-3.264198,5.439011,1.088996,-3.826666,3.899225,1.39532,-2.56884,-6.921989,-2.660262,0.5179434,2.142835,0.7738112,2.834272,1.770732,1.075093,1.767255,1.364431
1.36994,2.226727,-1.645153,2.533919,4.692924,-2.490961,-1.658409,-3.199317,6.656137,2.094796,-5.916048,1.939459,3.582562,-3.997427,-3.456372,-2.785905,2.466621,1.600424,1.142128,1.50583,1.689923,2.515181,1.680822,2.114536
1.110915,3.460783,-2.351655,3.470289,5.016966,-2.190766,-4.067008,-2.943623,1.423961,2.278834,-5.745579,2.835945,6.232303,-3.954562,-3.600993,-3.311623,0.867291,1.977716,2.477507,1.423393,0.5067207,1.032665,1.901251,0.7771634
6.697132,1.040274,-2.242269,1.339077,4.07849,-2.482487,-6.246958,-2.245499,1.027535,3.095819,-4.062005,1.485225,2.623981,-3.093128,-6.825062,-3.674495,2.424705,1.15662,2.716123,0.9911864,0.8888506,1.190196,0.8225666,1.926425
6.356986,3.501832,-4.69701,3.570269,3.367374,-3.472233,-5.525902,-3.663822,1.72823,2.118785,-2.564955,3.626779,2.737583,-3.936283,-4.291829,-3.573904,2.434071,2.045159,2.40788,2.027853,0.9303133,2.596143,2.407268,1.212484
6.713286,2.214458,-2.16111,1.006789,4.356182,-2.085486,-2.086837,-3.13306,2.8145,1.526025,-3.30924,1.025053,2.717401,-2.966852,-5.683245,-3.71124,1.691916,2.506326,1.905273,1.984053,0.7965415,1.934192,1.232666,1.47986
6.670903,1.614968,-1.045121,3.227464,1.013171,-3.027355,-4.702404,-2.636578,2.092376,1.544377,-1.02117,2.596576,4.47486,-3.563448,-4.115848,-2.232196,1.673695,1.613303,2.499187,0.9239506,2.714438,1.838296,2.252735,2.059008
4.086691,1.49405,-6.527189,2.18017,2.833607,-3.733297,-1.055024,-2.37192,5.752687,1.319549,-5.165536,2.41915,6.741129,-2.608701,-4.881711,-3.25992,1.571871,2.142322,0.5593132,2.531949,0.9146931,2.49729,0.6385009,2.251094
5.771348,1.869794,-4.358487,1.855747,1.14938,-2.830382,-2.190925,-3.945834,2.112073,2.037277,-3.221029,2.213743,5.468062,-3.562605,-1.29406,-2.812067,2.916036,1.667102,1.187131,0.9722503,0.5086716,2.660819,0.7284634,2.114111
2.613428,3.973579,-4.055533,3.949878,5.96753,-2.798255,-6.590508,-2.934064,6.943204,3.45507,-4.378911,2.149939,1.670724,-2.189676,-3.648301,-3.750988,2.051108,1.517421,1.907485,0.6046354,2.34731,1.980447,1.408003,1.575252
5.298234,1.719623,-4.472416,3.9164,6.191129,-3.677749,-6.326878,-3.331771,5.06177,2.731281,-5.680767,3.671493,4.672496,-2.226014,-2.622943,-3.738655,2.802097,1.213772,0.8695485,2.373775,2.078572,1.826822,1.953728,1.981884
4.302471,3.074492,-2.11552,3.473017,3.672096,-2.857553,-6.343997,-2.18679,4.306735,3.162138,-4.93097,3.418095,4.772888,-3.209614,-6.145874,-2.291394,0.7521363,2.01074,0.9276934,1.939897,1.801726,1.57625,1.339719,1.662461
2.718141,2.973209,-3.602737,3.51052,6.62879,-2.196998,-6.451463,-2.629105,4.230701,3.140168,-3.719363,2.226755,4.426917,-3.504484,-3.627851,-2.46462,1.595886,1.835899,0.8976521,0.9288596,2.790072,1.442094,2.131083,0.9639181
2.24239,1.373706,-2.087114,3.58486,4.544377,-3.052918,-3.252553,-3.469492,5.121818,1.54641,-2.604558,3.332305,6.535894,-3.288419,-1.123863,-3.282544,1.204341,1.983519,2.478832,2.900223,0.7270508,1.02852,2.899777,0.6756135
4.929028,3.964975,-3.763364,1.468211,5.416253,-3.934367,-2.346871,-2.3827,3.544465,3.56484,-4.349349,3.014376,2.559865,-3.371562,-1.995631,-2.726233,0.8558484,1.211412,1.552636,1.352299,1.917424,1.293243,1.191151,1.021637
5.253222,1.51282,-5.22952,2.016436,1.761791,-2.94843,-6.533045,-2.555582,2.293488,2.478035,-1.574643,2.210499,4.276915,-2.932758,-5.301081,-2.627216,0.9057795,2.729909,1.131911,1.616014,0.5162366,2.55579,1.733817,0.961821
3.0726,1.338551,-3.289541,3.080619,5.018904,-2.142812,-1.748712,-3.610341,4.280362,1.182697,-5.286621,1.3231,3.053932,-2.740112,-4.62904,-2.220258,1.23771,0.7783388,0.6960009,2.446225,1.023825,2.809756,1.674499,1.886044
1.711198,1.07864,-2.604499,1.632214,5.339075,-3.91102,-1.243831,-3.456899,5.689314,2.321864,-4.283622,2.856765,1.535611,-3.097562,-5.148988,-2.855007,0.5859046,2.266287,2.309602,2.286231,1.985578,1.452324,0.8471738,1.659656
3.766342,1.862888,-3.862232,1.741919,5.561261,-3.946854,-1.283542,-3.718388,5.657651,3.556292,-6.394814,1.19257,1.156891,-3.440694,-4.50749,-2.000337,2.284169,1.211841,1.043567,0.9468706,0.8555679,2.123394,2.959509,1.681206
2.307926,1.853275,-6.801942,2.191671,1.218653,-3.58628,-5.649134,-2.755834,2.325892,3.234257,-4.006613,1.003893,5.05874,-3.745054,-3.366287,-3.866239,1.736142,1.59922,2.334032,1.030476,1.62184,2.130249,2.536016,1.952009
2.471639,1.795179,-4.849104,3.540938,6.66259,-3.254855,-1.074606,-3.754441,4.405405,1.551353,-5.810472,1.426028,6.464019,-2.567128,-5.268425,-3.500076,1.647356,1.873228,0.7976492,2.026488,2.114918,1.614444,2.066447,1.478421
3.317711,3.331553,-6.305695,3.573753,6.640369,-2.801025,-1.717053,-2.563589,6.870329,2.282691,-1.908642,1.455574,6.168138,-2.265493,-4.185246,-2.494754,0.8536782,2.64872,1.290199,1.000093,2.135593,2.685614,1.643338,0.6469222
1.969046,3.032838,-6.930584,1.214908,1.431075,-2.683739,-1.243299,-3.026286,4.333951,1.69093,-2.81483,3.087812,4.866267,-2.963647,-4.841557,-2.151487,2.994604,1.016107,2.133676,2.618247,1.560873,1.87161,2.662627,2.934499
3.743799,2.863433,-1.149735,2.17271,4.79749,-2.639786,-5.934393,-2.763378,2.53456,2.757775,-2.300286,3.769676,1.055575,-3.094927,-2.277787,-3.526956,0.8144741,0.6514295,1.982014,2.536064,2.242181,2.186832,2.312365,0.5105456
3.611193,2.997545,-6.586863,1.123524,4.594599,-2.796257,-1.699068,-2.573737,6.938233,3.909375,-5.166003,3.258871,3.911916,-2.757806,-3.430413,-3.458824,2.771519,0.7495316,2.369001,1.107369,2.132665,1.728477,1.83886,0.5780356
1.071286,1.565025,-4.817381,1.790235,2.1489,-3.297097,-3.190463,-3.567033,2.339609,1.241762,-4.893705,1.707444,1.39421,-3.612789,-4.446141,-2.57667,0.9071108,1.811856,2.472932,0.531842,2.382023,1.712181,1.342381,1.765408
6.909436,1.523604,-3.447238,2.127053,1.954845,-3.414044,-4.456534,-3.731259,2.865488,2.665659,-5.621036,2.317247,5.876132,-3.994441,-4.855576,-2.108225,1.511511,2.738201,1.810077,1.433221,2.199308,2.767951,1.086734,0.7199668
1.114261,1.63613,-5.428826,3.928636,2.858572,-2.113093,-4.191061,-3.994687,6.523804,3.527921,-4.79174,2.627871,4.52358,-3.20857,-1.227968,-2.049566,0.8913024,1.490267,0.8937572,0.8560662,2.983625,1.69269,1.587357,2.603565
1.356973,3.072526,-5.911566,3.921097,5.909306,-2.493021,-1.990194,-3.586704,5.975616,1.750233,-1.368674,2.870816,6.089215,-3.048805,-3.933052,-3.379599,2.849997,2.125172,1.963211,1.461264,2.772568,2.798858,1.776724,2.505627
6.526273,1.922873,-4.293363,1.054845,2.893732,-3.188408,-6.868565,-2.534525,1.484864,1.70145,-6.712396,2.702431,3.347791,-2.081124,-2.413688,-2.039315,1.492287,2.437975,0.7829501,2.7582,1.656134,1.385963,2.962804,1.259909
4.020098,2.005068,-1.727798,1.804168,3.36731,-3.3128,-6.922503,-2.358217,4.815621,2.625632,-6.622164,3.66346,5.170029,-2.887175,-2.770413,-3.286237,2.23139,2.718304,0.8732339,2.802459,2.857049,2.569024,2.445363,2.026229
3.057291,3.130042,-1.733147,2.880771,5.73571,-3.650517,-1.897686,-2.389904,3.273887,3.984444,-1.050705,2.318639,5.113944,-2.198853,-2.319963,-2.816782,2.06911,1.054473,1.211687,1.929185,1.950634,2.925743,0.75352,2.632932
1.954694,1.137097,-3.207111,1.460593,1.406197,-3.031042,-2.490958,-3.849981,2.86977,2.373351,-4.214964,1.169729,4.686693,-2.57407,-1.284552,-3.616822,1.902597,0.9644069,2.995296,2.875899,1.51221,2.973922,2.259305,2.552994
2.630141,3.499606,-4.775095,1.892929,3.495648,-2.671016,-2.85399,-2.276563,6.397181,2.013294,-4.755901,1.829133,2.008025,-2.593368,-2.629378,-2.00835,2.491037,0.6343054,2.006706,1.567491,1.180625,0.9961896,0.6941866,2.373496
5.574669,3.804411,-6.265173,1.205081,2.045163,-2.060727,-6.889887,-3.700843,6.544577,2.419065,-3.27295,1.120654,1.103394,-2.635102,-3.280091,-3.270397,1.768589,2.34219,1.254496,2.272181,2.52882,0.7881548,2.125303,0.6444009
4.257535,1.64297,-1.543993,3.769038,2.501417,-3.460716,-1.881545,-3.736237,6.885497,2.703705,-3.762204,1.526443,3.875622,-3.689717,-2.96782,-3.508556,2.009083,2.948726,1.080537,2.617948,1.906688,2.148082,1.377132,1.490095
5.631092,1.038552,-3.962601,3.36146,5.961625,-3.84392,-3.885517,-2.080853,4.941445,3.712135,-5.09116,1.158163,6.489939,-3.262683,-4.151989,-3.68975,1.941848,1.947217,1.000096,1.3427,2.913528,1.960861,1.808822,2.134373
2.719605,2.958225,-6.824361,1.875818,1.098716,-2.922424,-3.672025,-2.566066,1.398199,2.314024,-4.627857,2.958764,5.756865,-2.963655,-6.886281,-3.636287,1.3627,2.131447,2.793558,1.604935,1.854616,1.275029,2.947634,0.6174927
6.786349,1.895113,-6.902138,1.132604,3.005994,-2.970218,-3.977458,-3.340773,4.803268,2.351556,-4.575519,1.23979,6.742478,-2.783557,-2.472076,-3.338892,0.7186725,2.747357,2.901578,2.734643,0.8294054,1.102361,2.391315,1.470092
2.244561,2.577622,-2.494171,1.647668,2.685964,-3.591732,-1.42109,-2.950321,5.787216,1.103401,-2.171628,2.089539,5.308629,-3.124588,-5.095187,-2.715398,1.661865,2.412567,2.512188,2.13646,1.006613,2.492317,1.849442,1.652247
2.802347,2.532014,-6.607062,1.636825,3.923687,-3.189577,-1.983523,-3.132912,5.134019,3.284616,-5.933781,3.160515,5.306561,-3.12672,-2.863413,-2.610006,2.131974,0.8275153,2.604795,2.088688,1.290902,2.749658,1.640294,2.597818
4.481485,1.45829,-4.016097,2.730224,6.837288,-3.20308,-5.758234,-2.083783,6.69772,2.671075,-6.562786,1.923131,5.846443,-3.737632,-4.235398,-3.43313,1.229387,2.588005,1.975971,1.82908,2.739227,2.131332,0.9466933,0.875284
6.670023,2.79535,-1.27684,2.533448,4.998176,-3.910054,-6.237022,-2.739232,5.0565,1.726983,-6.58556,1.954623,1.180072,-3.177271,-2.812992,-3.369758,2.890236,0.6463977,1.328416,2.670062,2.619596,2.46938,2.704336,2.251222
2.198137,3.339759,-3.041365,2.808157,3.187689,-2.998239,-4.055919,-3.326082,3.364077,1.879518,-3.077412,2.576865,4.353484,-2.61462,-1.863973,-3.971586,0.9937467,0.9496378,2.827514,0.6556301,1.235148,0.5960535,2.49433,2.878563
5.606218,1.464673,-6.605011,1.673979,5.09825,-3.404451,-1.053136,-2.558709,1.150537,3.137165,-5.485643,1.082359,5.531065,-2.755931,-3.020837,-2.002386,1.145241,1.824259,2.209308,0.9957786,0.930395,1.169593,2.105487,2.374578
2.011492,3.349014,-1.246206,1.831261,1.847167,-2.032657,-5.506805,-2.123897,1.386795,3.861168,-5.531098,1.998521,4.950733,-2.473478,-1.915254,-3.344525,0.6794654,1.071741,2.091367,2.002113,0.6181632,1.398481,1.14,0.5873545
5.983704,1.292962,-1.097544,3.263421,5.569853,-3.740473,-3.394048,-2.145428,5.297455,1.035009,-6.068376,3.92663,4.190103,-2.552755,-5.245792,-2.867961,0.9162142,1.905518,1.051853,2.33387,2.078189,0.6640198,1.770426,1.534445
4.761985,1.137766,-2.419564,3.360554,3.865654,-3.641209,-4.008618,-3.094485,1.290292,2.631758,-2.222859,3.962377,3.750966,-3.985872,-5.306159,-2.364405,1.127296,1.531593,2.844386,0.5786209,1.505524,1.286909,2.480297,0.7489409
1.363034,2.000097,-3.451696,2.774153,2.540316,-3.760636,-5.361948,-2.175349,6.705512,1.457042,-2.420153,1.839738,4.133946,-3.656924,-2.701989,-3.555241,2.038482,2.010754,0.8020602,0.9032674,2.226588,2.30284,0.8848255,1.752642
4.268548,3.943036,-1.081566,2.657477,4.705091,-2.13946,-3.627673,-3.220768,1.735551,2.872667,-2.128448,2.998964,5.166796,-3.293538,-3.356506,-3.47763,2.715416,0.5871095,0.5801823,2.889521,1.980435,1.080105,2.977374,1.301948
4.495609,3.665875,-3.190252,1.357796,3.906014,-2.415005,-4.084052,-2.672295,2.566154,3.322679,-2.601639,1.088612,4.307367,-3.297185,-5.651153,-2.289008,1.662247,2.786497,1.750212,2.558494,1.837567,1.133349,0.6445931,1.627411
1.66974,3.884166,-1.122681,2.2694,6.170362,-2.782519,-5.754818,-3.482297,3.785765,1.000462,-6.866634,2.313289,1.030828,-2.95014,-4.315516,-3.037372,1.317817,1.448511,0.6229581,1.660564,1.598268,0.974335,2.463726,1.9208
4.049605,2.920839,-2.389644,2.592186,3.345606,-2.1495,-1.93724,-2.427977,6.413616,1.524368,-4.362297,2.288347,4.009558,-2.495677,-1.763966,-3.896406,2.548604,0.7601802,2.010316,0.9284292,0.8100726,2.491708,1.910134,2.753267
3.031875,3.865905,-3.413486,3.598903,4.52522,-3.669307,-6.912346,-3.815483,6.519394,2.710755,-4.327335,2.766272,5.189536,-3.637895,-2.931918,-3.040479,1.181566,2.645,1.882985,2.939632,1.277733,0.5285035,0.6121128,0.8561318
1.343665,2.184281,-3.802656,1.561156,1.463918,-2.618481,-3.966213,-3.252485,3.622525,3.060732,-3.768273,2.309269,2.090829,-2.453915,-1.351728,-3.13971,0.6842803,2.052212,1.328451,1.128896,1.594581,2.902475,1.123608,2.018903
4.634622,2.57227,-1.185644,3.585968,2.020094,-3.021205,-2.215607,-3.105246,1.614203,2.268963,-5.104092,1.970295,1.574515,-2.436479,-6.760201,-3.832244,1.908593,1.043818,2.38311,2.25544,1.012173,2.242505,0.7028662,1.736601
3.871315,2.008126,-6.0161,3.891812,5.789878,-3.159083,-1.232451,-3.79211,4.703816,3.033628,-1.153294,3.371138,3.949036,-3.182066,-3.604611,-2.54763,1.105062,1.316501,2.430074,0.5900391,1.068667,1.441599,1.966261,0.8297979
3.153298,2.110075,-1.957851,3.546365,5.265996,-3.487258,-3.83638,-3.206181,1.970357,2.194517,-6.868446,2.821799,2.153737,-3.170064,-1.988587,-2.431105,0.7837396,2.862,1.989904,2.41556,1.552699,0.9809138,1.142748,1.210524
6.26268,1.228586,-3.352183,1.287374,6.210897,-2.791134,-5.345577,-2.083879,2.745416,2.620863,-6.123621,3.079459,4.383672,-3.32284,-3.040276,-2.257859,1.706513,1.880343,2.325264,1.272271,0.5507271,1.341221,0.9011232,0.5253925
1.341854,3.762123,-5.084347,2.757424,3.585426,-2.716455,-4.276284,-3.829938,5.719482,1.204697,-5.975348,3.344175,5.460351,-3.791303,-4.543285,-3.638348,0.6884764,2.086041,0.8654668,1.417969,1.831629,1.204685,2.567003,2.80001
5.986157,3.012403,-4.344591,1.070642,5.232358,-2.549788,-5.011161,-2.78577,3.85579,1.616598,-5.475472,1.1543,2.163327,-3.709437,-3.112073,-3.226434,2.664282,2.87166,1.937623,1.963074,0.5134078,0.5237739,2.573646,2.702636
4.768427,1.927577,-4.112571,1.822467,6.557432,-3.925127,-3.788661,-2.901247,5.063251,2.815672,-5.717567,1.667972,6.147007,-3.686767,-5.682097,-3.886369,2.466178,2.277286,2.525693,0.6278549,1.469557,2.246327,1.399406,2.752035
2.648579,1.671935,-4.657364,3.619948,6.606359,-3.118017,-3.853298,-2.533442,6.197707,1.899766,-5.662968,3.697884,1.953497,-3.556133,-4.841234,-2.785905,2.063476,0.8386414,1.084634,0.9625931,1.793319,2.512334,1.950128,2.832773
1.087421,2.601351,-5.281394,3.668493,3.699328,-2.020026,-2.689752,-3.15681,1.214413,2.510938,-2.715496,3.817719,6.127665,-2.71109,-3.690817,-3.519357,2.51857,1.490847,2.086323,1.812996,0.6119804,1.223459,2.262067,1.114235
2.7125,2.165039,-1.727632,2.577709,6.950165,-3.797523,-1.750068,-2.832281,2.239621,1.483104,-5.330374,3.266708,6.823299,-3.317309,-2.52531,-2.688628,2.803101,2.248801,0.6160491,0.5097257,1.778922,2.4279,2.164563,1.840463
1.961555,2.507634,-5.781505,2.68031,6.985382,-2.527627,-3.681256,-3.584287,1.143075,1.538194,-6.04302,3.684448,5.957447,-2.087962,-6.5648,-2.693682,0.9233435,0.6275,2.932943,2.821905,1.294929,0.8873602,0.6240304,1.750057
4.288356,1.223632,-3.879699,2.714377,1.703696,-2.720468,-3.944558,-2.290336,3.442488,2.507583,-3.402124,2.753712,5.71144,-3.982087,-3.602868,-2.474169,0.8235778,2.538023,2.41948,2.824492,0.9816777,1.151885,1.726003,0.7349088
4.095809,1.547074,-1.365175,2.488081,5.876444,-3.360823,-5.914747,-2.329988,5.789919,2.396764,-1.364354,1.148894,6.574972,-2.703835,-1.993756,-2.543362,1.602112,1.608008,2.543701,2.275621,1.090537,2.952487,1.704244,1.635822
5.912235,3.22916,-5.576077,3.596676,5.731662,-2.107087,-1.450027,-3.2892,4.402546,3.16867,-4.863999,1.685554,5.293756,-2.893462,-3.662573,-3.687453,1.461546,2.402277,2.393175,1.338705,1.437154,1.166728,1.91889,0.8977486
6.61415,3.048811,-3.355385,2.548889,4.72568,-3.44008,-4.750197,-3.741705,6.955775,1.129486,-4.919279,3.248318,4.981633,-2.380314,-3.994926,-2.35229,0.7018127,1.830789,0.8323755,1.704791,1.926996,0.7755511,1.595816,1.542584
1.97683,1.828835,-3.19154,2.712593,6.893295,-2.460787,-5.677048,-2.151907,4.102837,1.725927,-2.29022,2.307132,1.323945,-2.049158,-3.025474,-3.446911,1.891206,2.48467,2.384543,2.078192,2.541052,2.737914,1.316687,2.594939
2.649026,1.030398,-4.731996,2.979988,1.729313,-2.912787,-2.554264,-2.510234,5.502234,2.157915,-4.913331,3.808,6.115212,-3.071504,-1.210314,-2.766315,0.5482553,1.819915,1.281405,0.6031598,1.527289,2.385124,0.978625,1.921725
6.08917,1.119227,-6.887818,1.729023,2.277415,-3.887251,-5.280345,-3.992267,3.776169,1.319878,-2.637717,2.217645,5.687916,-2.838279,-4.122273,-2.325838,1.658876,1.894609,1.365745,2.356962,2.233028,0.9135257,2.574759,0.905238
2.43331,2.012233,-1.841784,1.131364,4.064211,-2.178195,-6.631343,-2.947652,1.132704,3.692655,-2.770323,1.900897,6.946553,-3.733001,-5.193156,-2.3569,0.7083829,1.168917,1.605057,1.945607,2.86389,2.453322,2.778149,2.9671
3.439349,2.412116,-1.208938,2.407291,1.339,-3.94808,-4.199471,-2.840594,1.374761,1.641819,-2.920029,1.316777,2.025071,-3.358434,-2.379101,-2.263501,0.7724081,0.9697216,1.339294,0.5971961,2.087066,1.393197,1.609465,0.9309705
5.427924,1.686888,-3.717201,3.756614,6.315651,-2.703825,-3.514232,-2.229589,5.204015,1.513636,-2.889886,3.863273,3.927354,-3.398645,-2.371307,-3.087981,2.2697,1.760625,0.7607173,1.377244,1.112756,1.338169,2.781442,1.870189
3.445565,2.538234,-4.84766,3.545085,6.402111,-2.466136,-3.715167,-2.123026,2.610941,1.71391,-6.540758,2.171322,2.058213,-2.270168,-5.441033,-3.566865,1.460976,1.228202,1.025502,1.44105,0.8820708,0.8686443,1.746481,2.165048
4.042521,1.456265,-3.883985,1.846581,2.484483,-3.55558,-2.910152,-2.9788,2.815657,1.757322,-6.76177,1.593931,1.006095,-2.075886,-3.342852,-3.545188,2.899952,0.9902297,2.958687,2.158293,2.75237,1.933394,2.143429,1.288064
5.34051,1.48748,-6.417145,2.87128,4.661219,-2.271773,-2.157258,-2.717973,1.79862,1.869192,-5.108018,1.536795,1.127402,-2.803384,-6.949306,-3.131656,0.7881154,2.407259,1.822042,2.672881,1.104418,2.948341,2.544141,0.5095659
